event_idx,station,snr,ChiRCR,Chi2016,ChiBad
0,19,4.205153688140538,0.23916225005142333,0.15846150287038532,0.25796786410680606
0,14,4.5321086502593495,0.2502469467582275,0.15359336332770032,0.23468921691345543
1,14,4.608841369981351,0.21437370736128686,0.15084943683400787,0.2135697233823591
1,18,4.207686521112919,0.1901707788317392,0.17751973909857205,0.19987019817712895
2,19,4.217844294465107,0.2105389177327289,0.15092096834056515,0.21340808103199865
2,14,4.25157922765483,0.20550431784648124,0.1648632855360989,0.21518480577746915
3,14,4.4869063017160995,0.21044939566749335,0.1541382617781963,0.21315613797962707
3,19,4.004984284224717,0.22209700806956795,0.14699226067741789,0.23300136578461214
4,18,4.231550730764866,0.23957367367523388,0.20312105817647344,0.1965087534006323
4,19,4.425907102615938,0.24839464354548968,0.17376085235633462,0.23983031677785188
5,18,4.498041048645973,0.21684663769333629,0.18246502230429618,0.2075731233410028
5,19,3.878595550423083,0.24586352039849652,0.15474176940942813,0.23679809682027678
6,14,4.299916812907094,0.25714848559777104,0.14463156923356976,0.23809221149395102
6,18,4.396333359181881,0.24347938633320834,0.18453462637987486,0.20650330870811523
7,18,6.2531838193535805,0.4040201449218441,0.3968388537826991,0.3435649810260229
7,19,7.682419017605159,0.3424938666127095,0.28618436130323793,0.3574573135618513
8,19,4.2576587394527765,0.21959728590059654,0.181821664734668,0.2861719167551329
8,18,4.926274158060551,0.22253439765205577,0.1953224658301093,0.18309932368944934
9,14,4.549982431142227,0.20681635696888678,0.16435921423924513,0.2100371603818244
9,18,7.046760618686676,0.25486422519620205,0.15531844379545717,0.22512722979749689
10,18,6.539708375930786,0.20818500481307942,0.1774548533923191,0.2510485894847399
10,30,6.218387704828512,0.41328497344500353,0.4322564567678974,0.2924301731982978
11,30,3.910191843043203,0.2017733627614556,0.1907228714881046,0.2202253654216275
11,18,7.5753431767225266,0.22782473908016782,0.2062235698511589,0.25548318717734364
12,30,5.973145851622457,0.4108917551779206,0.4360971849403279,0.2793847024371198
12,18,7.803041487932205,0.22121531326621713,0.16605739709880124,0.2626569934560673
13,18,7.244789972901344,0.2236821334187773,0.18309607470598777,0.23968695989211017
13,30,6.196240368096725,0.4208442185086529,0.4099589199665283,0.3085012166589555
14,18,7.175841182470322,0.2305009733163187,0.19197189310252563,0.25962899326697375
14,30,6.797423829203066,0.43003930589704714,0.4244481396249272,0.2919961442675337
15,18,7.3425982147455215,0.2236383496240837,0.20655246914391395,0.2408578837688757
15,30,7.2057127304699105,0.45200731893323653,0.44360804624244393,0.330593843908146
16,30,4.164585762697717,0.22006305016796837,0.1880250723505266,0.21503980770486086
16,14,4.334252327680588,0.2306693195066285,0.22691164493268912,0.23008266864525911
17,19,3.972214849098869,0.2550711913928222,0.20543460425346174,0.22321791939873473
17,30,4.132537090260049,0.22486850014637202,0.15079703494704963,0.22640902251417339
18,18,6.6842567175626755,0.44354613797106296,0.4216915458235854,0.37499396488427467
18,30,4.528565413278082,0.2954913267186437,0.35490081338648954,0.26922820577015755
19,18,4.21685129404068,0.20330381070583753,0.2368043841108632,0.20581413669663032
19,30,4.234710141368534,0.19463513906649066,0.18787881721209485,0.23145553091060414
20,30,4.083682337532872,0.24708981015857692,0.18167956173020736,0.2118584016406876
20,18,4.186790809035301,0.23597103748575812,0.19226791992083084,0.20836590251336057
21,19,4.694646791271541,0.36240198479662517,0.3200562064223874,0.27313290116619676
21,30,3.9519865227782205,0.22342139877699213,0.12745263974467236,0.23987516589981603
22,14,5.109287474466407,0.40328091226242463,0.4968437978438323,0.29429278907462825
22,18,7.266547530889511,0.6088733393768341,0.6304644212723952,0.43247049901169776
23,14,4.444684995257337,0.20091810366317775,0.15382479676631794,0.22093522770592336
23,19,3.8574443239232767,0.203533763953635,0.16011479260231273,0.23380413974419612
24,14,4.2871711370737655,0.2523936600324351,0.14967107060980853,0.240993360761547
24,30,4.068681727284971,0.2509488283149981,0.15665214473823083,0.2951146999326243
25,14,4.292729432168214,0.30197639597247367,0.2966672425913877,0.25410571706806867
25,18,4.456367529928684,0.3498342877871296,0.3306724764422556,0.3045387373373832
26,14,4.187266787757045,0.21346598403044906,0.16419261154528364,0.20327230915981623
26,30,3.998938947916031,0.22237985890244527,0.17577956541109072,0.22187637885109773
27,19,4.298897055180176,0.23168636873300863,0.15981319498288202,0.21542230937456244
27,14,4.128362497557765,0.2231369577436875,0.166021404919129,0.20417817952279008
28,14,4.5803531032541525,0.3144115239652709,0.3652764069388378,0.26776976518559803
28,19,4.204016826722933,0.28248347254568346,0.29381639177318714,0.24250023339090426
29,19,4.030923156634621,0.2352043278117005,0.13690254351988715,0.21725714834564122
29,30,3.8725053486616714,0.23927812482630684,0.1536053238953406,0.22482456724350175
30,30,4.372716273950494,0.22472217721961982,0.1666947029866392,0.22473616932660537
30,18,4.599526524543762,0.18757510207770975,0.20041178880665442,0.20786463293641508
31,14,4.406047580034837,0.22631188607241856,0.16153904158830765,0.2317388873287182
31,30,4.511748157117678,0.2661327989860163,0.17042316642676172,0.2510355356713144
32,19,4.172591897456542,0.20087956163307064,0.15562775725519792,0.20044203094998023
32,30,5.628450409225795,0.40499555646605706,0.41097185078314336,0.28396513181728433
33,30,4.438287052123442,0.2219076840122622,0.19239202841818376,0.2127834296426114
33,18,4.027749598026276,0.21006230399651488,0.20400816531335,0.20187169960019294
34,30,4.329599278128665,0.2293121721594418,0.1498798668452661,0.2300920355044461
34,19,4.118361712797828,0.22207809346839125,0.1675287095225061,0.21668346761008173
35,19,4.1039202200329825,0.21693674746182007,0.22670814477672346,0.2135216440946622
35,18,4.165276326239109,0.28625183014855415,0.32688247383326846,0.26989257083218865
36,19,3.964688952850259,0.22888141606529858,0.14485842231013324,0.2113584314683223
36,30,4.074588579976041,0.2301207704847909,0.1753111262818454,0.252604681268702
37,18,5.835253372788429,0.3975393019225225,0.4010453863512884,0.3450483773985483
37,30,4.072406045768572,0.21975763626512415,0.15957742796953925,0.20796521065785506
38,14,4.299916974876238,0.23817192835983259,0.14481385967588264,0.23839166122687808
38,19,4.110222763341406,0.21197993570767143,0.16605707930475197,0.20484552452370935
39,19,3.9278746623059977,0.2528809020267077,0.15806214903012014,0.22920035332307
39,30,3.8114436294721523,0.25779342236898095,0.1834018156956789,0.2128496584385697
40,19,4.080864884283232,0.21398510825887915,0.21404595546198718,0.2407733957529465
40,14,4.10964793485144,0.29334635444949014,0.3275085185914711,0.23192330631846308
41,19,4.357538955367129,0.19861533237401865,0.16157769104672617,0.19342905122598894
41,30,3.6354398597841677,0.2015082056617025,0.1582663604330067,0.23713705987248815
42,19,4.060673001019851,0.2086039947242157,0.14386968802036476,0.2374378120642776
42,30,4.465136677026749,0.23728874436998668,0.1924204724101183,0.25508469957441965
43,18,5.965102463960648,0.3670892168984916,0.3804349287312851,0.392188228721317
43,30,4.311588471350462,0.3110441200763272,0.35152978472230784,0.2723071982473395
44,14,4.135042752908624,0.2171027024145144,0.1778076448444186,0.2337933654618202
44,30,4.166256312442862,0.23339570515833458,0.16884560243315783,0.23571264877664566
45,14,4.05594026264937,0.271310581106965,0.16842284026649074,0.2271299750842911
45,30,4.324002272408942,0.22613607089868193,0.17833733427457651,0.2472223553658061
46,18,4.51409388333559,0.20614070220770286,0.18557278047635892,0.1946597677481694
46,19,4.1566844219746795,0.25013042422176185,0.16194843748757617,0.23234181364913234
47,14,4.362789509089097,0.36566998802868644,0.3349533395047736,0.2687442936139784
47,30,4.574631381294002,0.3627864138382695,0.33411951981383664,0.25453681361952313
48,14,4.443625069182852,0.21773126027094206,0.20808187222709115,0.21873299031062202
48,19,4.394249585659608,0.20435352212806684,0.1535020184691535,0.21363194131302607
49,30,3.8492172632528385,0.24980746576254365,0.1662743537812995,0.2570917510500497
49,18,4.543400555849075,0.21003678739336495,0.21149410550039235,0.2174002158582335
50,14,4.34909955314968,0.2763741817356476,0.15524622418069237,0.2599648767679129
50,30,4.181540368691735,0.2857696386965819,0.1725471048803476,0.27300647827280083
51,14,4.174898500027863,0.2874009172893729,0.1611206100761247,0.2809589710067712
51,19,3.9705185462599215,0.2803021282002545,0.18073131197802325,0.2543120910814888
52,30,3.9078445862168847,0.3137456547946509,0.17206620639247144,0.24776785029168455
52,14,4.58606753660285,0.2889906492519485,0.16490995225547642,0.2688958024335065
53,14,4.220387371985808,0.208609662596578,0.15388077746999543,0.21967147252281444
53,19,4.01323385860609,0.21649004779950295,0.17747937683773837,0.2336388716014186
54,30,4.175419554762218,0.2403243776817221,0.15908564578430198,0.23267581945483637
54,19,12.216382700463999,0.5449585088962182,0.6295306550267095,0.46048630596248785
55,14,4.372749963532323,0.2437894558468231,0.18414614407808447,0.2219788488568864
55,30,4.3847499334293865,0.24569859480034853,0.20015495783239973,0.2516487652170163
56,18,4.09366637468338,0.20620565006933228,0.1806727788823187,0.20621252818088115
56,19,4.033576373172843,0.25527720714929575,0.13526286615626787,0.22114699809908642
57,18,4.260753840208054,0.18986469138554024,0.19110820519882982,0.261524553968469
57,30,4.089938233727994,0.2432080595393279,0.18257977661029282,0.2665153566467552
58,19,4.063052003798278,0.2398664746704381,0.16582738342606787,0.24297437715334255
58,30,3.9531834747480312,0.2215612606523651,0.17495804773629217,0.21618322793058192
59,18,5.522696301341057,0.45917840874579363,0.4243420744887611,0.3508545602182177
59,19,4.69486366795457,0.3110866757959973,0.3305532284302041,0.26782397986150713
59,30,4.48313792762549,0.3382584377763441,0.39053894948672613,0.2749585568038571
60,18,7.7513836324214935,0.44708349110186707,0.4930451512113489,0.3891984262585976
60,19,4.2005472857019175,0.3221575328879628,0.31054681846749616,0.2683154134740451
60,30,4.638863160558369,0.2963037077928171,0.34173618020179636,0.27828243314310447
61,14,4.369938341171846,0.27130859813447017,0.15758280028028557,0.2586166671924876
61,19,4.438973801291508,0.26249864485218155,0.13573055962055314,0.25919546533365573
62,14,4.453362492115602,0.2625194243759245,0.1854193874833666,0.2797340296794625
62,19,3.9895479769810387,0.23388936433753169,0.16204852788192545,0.25119444145364794
63,14,4.6485089089559475,0.28703206123878444,0.15266598738464368,0.22670913544728577
63,19,4.326321832511736,0.2249035890305376,0.19594085570248296,0.22001436721812673
64,19,4.034122533124426,0.25135675713736766,0.17032378260587167,0.21677285439539518
64,30,3.8898676309896554,0.22096949758561435,0.1570009171564752,0.21949445320551902
65,14,4.2886678939280305,0.2438973190171104,0.1566949364894181,0.268108632678953
65,19,4.283931430267252,0.22758690766547615,0.1490063991212501,0.23570961806613458
66,14,4.149412331373795,0.19340603855494717,0.15880719184319375,0.2137050501476281
66,30,4.166663502869398,0.2209590971226895,0.17926970026365963,0.23668910225293338
67,14,4.006542265415192,0.24518147603440665,0.17317148794281476,0.22866477586494907
67,30,4.051162172918735,0.22516702761339205,0.17104865289124763,0.2316690769138713
68,18,4.007788002490997,0.19995307386917974,0.17747059167033044,0.22445088667509017
68,30,4.198125361100487,0.22810390252471344,0.16990693062887202,0.2238130856977098
69,18,4.561838135123253,0.23846462805239396,0.16090233521287908,0.28670286091836006
69,19,4.208118533310683,0.2797389550404677,0.1461241364942271,0.2358914708080086
70,30,4.08818799516429,0.23803760270791777,0.14450082360690303,0.23983477618383545
70,14,4.158468026181925,0.237664613389341,0.1660144852391098,0.23543181607048108
71,14,4.284374091936195,0.22096413697625525,0.14864127707757208,0.21570647031902485
71,19,4.203719613344774,0.2517821181264452,0.1475749178988229,0.25424035448064347
72,30,5.125231878912967,0.4995186914042797,0.35591559098400155,0.33285789992127446
72,18,5.995577201247215,0.3832835231343431,0.4021547025218126,0.33156490103593456
73,18,7.883210107684135,0.6497051679732345,0.8888283011419063,0.43011215132160535
73,30,7.216465537962707,0.5543941747648583,0.7609889088312279,0.3050006412431109
74,19,4.209393716376761,0.24654462638970753,0.1399208058588114,0.21774941166691678
74,30,4.086768011684003,0.2122804819346233,0.14703786566485805,0.20880026141238905
75,18,4.719462804496288,0.2259982708214657,0.17232986590044674,0.26484363774402764
75,19,4.201358265202979,0.28159799250116924,0.1455454572575517,0.2565190878107816
75,30,4.44888469317685,0.23786276256987834,0.16242217465603814,0.26333159667311135
76,30,4.425937714784042,0.27193357023553816,0.15428441695632458,0.25502157848028784
76,14,4.712497086628623,0.25693239753856306,0.1659959962122871,0.25095846622753154
76,19,4.294951486846675,0.3100831306261764,0.14434695141718587,0.3102674013053295
77,30,4.505546844523886,0.24981861419182322,0.22658863814878694,0.25510777237226795
77,19,4.110335979772651,0.2669065318916662,0.2128664387256974,0.23288530179435726
78,19,4.008940704490827,0.25908421712478397,0.17866435535690967,0.24336412846826935
78,30,4.20155440983565,0.22575480291829447,0.1638385459346164,0.22732268142791973
79,14,4.414447785719581,0.24561188521574165,0.16253033415329501,0.20980333663218312
79,30,3.9826430704282676,0.24707896241780045,0.19109957743839365,0.23207194680753743
80,30,4.046591241722521,0.24355873016637913,0.1945893291744865,0.24124938037772534
