Rank,Sample_Index,y_keras,y_hls,abs_delta
72,1058,0.917527,0.938477,0.020950
73,1115,0.897183,0.917969,0.020786
74,27,0.081418,0.101562,0.020145
75,1301,0.914100,0.933594,0.019494
76,1127,0.933679,0.953125,0.019446
77,619,0.095130,0.114258,0.019128
78,94,0.938291,0.956055,0.017764
79,582,0.941516,0.958984,0.017469
80,1086,0.915650,0.932617,0.016968
81,1167,0.937428,0.954102,0.016674
82,146,0.911595,0.927734,0.016140
83,149,0.936338,0.952148,0.015810
84,1132,0.944258,0.959961,0.015703
85,1005,0.948342,0.963867,0.015525
86,121,0.625141,0.640625,0.015484
87,1160,0.935050,0.950195,0.015146
88,201,0.938181,0.953125,0.014944
89,65,0.050883,0.065430,0.014546
90,1009,0.940566,0.955078,0.014512
91,15,0.051112,0.065430,0.014318
92,716,0.928224,0.942383,0.014158
93,949,0.943012,0.957031,0.014019
94,375,0.951116,0.964844,0.013728
95,1156,0.946293,0.959961,0.013668
96,942,0.939499,0.953125,0.013626
97,1105,0.953174,0.966797,0.013623
98,1113,0.951473,0.964844,0.013370
99,496,0.043331,0.056641,0.013310
100,558,0.949723,0.962891,0.013167
101,1099,0.957714,0.970703,0.012989
102,1104,0.945088,0.958008,0.012920
103,1259,0.953944,0.966797,0.012853
104,1297,0.000036,0.012695,0.012659
105,1078,0.934622,0.947266,0.012643
106,1103,0.939780,0.952148,0.012369
107,1063,0.949599,0.961914,0.012315
108,807,0.963331,0.975586,0.012255
109,811,0.958831,0.970703,0.011872
110,648,0.961795,0.973633,0.011837
111,1337,0.040949,0.052734,0.011786
112,1143,0.951392,0.962891,0.011498
113,1335,0.035599,0.046875,0.011276
114,1116,0.947735,0.958984,0.011250
115,368,0.038814,0.049805,0.010990
116,981,0.964604,0.975586,0.010982
117,1061,0.946196,0.957031,0.010835
118,491,0.959892,0.970703,0.010811
119,972,0.955323,0.965820,0.010497
120,1157,0.965147,0.975586,0.010439
121,629,0.961242,0.971680,0.010438
122,1309,0.046358,0.056641,0.010282
123,1088,0.968710,0.978516,0.009806
124,1073,0.958000,0.967773,0.009774
125,1075,0.964067,0.973633,0.009566
126,326,0.968102,0.977539,0.009437
127,881,0.965195,0.974609,0.009414
128,353,0.964265,0.973633,0.009368
129,1039,0.970276,0.979492,0.009216
130,86,0.958987,0.967773,0.008786
131,974,0.968761,0.977539,0.008778
132,1020,0.969813,0.978516,0.008702
133,961,0.971851,0.980469,0.008618
134,529,0.965029,0.973633,0.008604
135,198,0.954346,0.962891,0.008545
136,1041,0.972098,0.980469,0.008370
137,1170,0.963383,0.971680,0.008296
138,670,0.969305,0.977539,0.008235
139,1071,0.968595,0.976562,0.007967
140,654,0.975501,0.983398,0.007898
141,516,0.969105,0.976562,0.007457
142,1128,0.973129,0.980469,0.007340
143,373,0.979083,0.986328,0.007245
144,1022,0.967374,0.974609,0.007236
145,109,0.569993,0.577148,0.007155
146,1184,0.976251,0.983398,0.007147
147,997,0.966526,0.973633,0.007107
148,1003,0.973720,0.980469,0.006749
149,1125,0.979634,0.986328,0.006694
150,642,0.971919,0.978516,0.006596
151,1074,0.967083,0.973633,0.006550
152,1097,0.974981,0.981445,0.006464
153,405,0.979056,0.985352,0.006296
154,1153,0.976548,0.982422,0.005874
155,1000,0.979531,0.985352,0.005820
156,1064,0.976657,0.982422,0.005765
157,1187,0.982585,0.988281,0.005696
158,1095,0.978691,0.984375,0.005684
159,1333,0.977795,0.983398,0.005603
160,525,0.979881,0.985352,0.005471
161,1051,0.982047,0.987305,0.005258
162,29,0.019171,0.024414,0.005243
163,572,0.981099,0.986328,0.005229
164,24,0.013346,0.018555,0.005209
165,574,0.983145,0.988281,0.005136
166,671,0.982416,0.987305,0.004889
167,1130,0.982478,0.987305,0.004827
168,921,0.982625,0.987305,0.004680
169,661,0.983610,0.988281,0.004671
170,717,0.985565,0.990234,0.004669
171,282,0.977892,0.982422,0.004530
172,1261,0.977924,0.982422,0.004498
173,340,0.985743,0.990234,0.004492
174,537,0.984945,0.989258,0.004313
175,1172,0.980088,0.984375,0.004287
176,316,0.984212,0.988281,0.004069
177,659,0.979350,0.983398,0.004048
178,511,0.985215,0.989258,0.004043
179,561,0.986521,0.990234,0.003714
180,538,0.989459,0.993164,0.003705
181,148,0.974076,0.977539,0.003463
182,510,0.986778,0.990234,0.003456
183,986,0.986788,0.990234,0.003446
184,1050,0.984902,0.988281,0.003379
185,970,0.986877,0.990234,0.003357
186,570,0.986899,0.990234,0.003336
187,978,0.987889,0.991211,0.003322
188,568,0.985961,0.989258,0.003297
189,1307,0.015335,0.018555,0.003220
190,1059,0.985114,0.988281,0.003168
191,762,0.988056,0.991211,0.003155
192,1057,0.985248,0.988281,0.003034
193,590,0.989186,0.992188,0.003001
194,1166,0.988267,0.991211,0.002944
195,939,0.989251,0.992188,0.002936
196,1083,0.987358,0.990234,0.002876
197,232,0.988407,0.991211,0.002804
198,595,0.989452,0.992188,0.002735
199,954,0.987542,0.990234,0.002693
200,1109,0.991466,0.994141,0.002675
201,118,0.984635,0.987305,0.002670
202,394,0.990496,0.993164,0.002668
203,228,0.992535,0.995117,0.002582
204,1018,0.989685,0.992188,0.002502
205,1145,0.990663,0.993164,0.002502
206,1226,0.982853,0.985352,0.002499
207,390,0.990676,0.993164,0.002488
208,1047,0.989714,0.992188,0.002474
209,1126,0.989715,0.992188,0.002473
210,633,0.991771,0.994141,0.002370
211,1014,0.991855,0.994141,0.002286
212,656,0.988959,0.991211,0.002252
213,751,0.993870,0.996094,0.002224
214,1148,0.989992,0.992188,0.002196
215,925,0.990986,0.993164,0.002178
216,1092,0.989045,0.991211,0.002166
217,513,0.991013,0.993164,0.002152
218,284,0.990061,0.992188,0.002127
219,1247,0.990064,0.992188,0.002123
220,1107,0.990155,0.992188,0.002033
221,850,0.993096,0.995117,0.002021
222,541,0.990170,0.992188,0.002017
223,565,0.991190,0.993164,0.001974
224,320,0.992213,0.994141,0.001927
225,1013,0.990297,0.992188,0.001890
226,199,0.991274,0.993164,0.001890
227,1098,0.993313,0.995117,0.001804
228,1043,0.992339,0.994141,0.001801
229,1120,0.992342,0.994141,0.001798
230,960,0.993345,0.995117,0.001772
231,370,0.991394,0.993164,0.001770
232,965,0.990464,0.992188,0.001724
233,696,0.994373,0.996094,0.001721
234,956,0.992423,0.994141,0.001718
235,1183,0.994468,0.996094,0.001626
236,1053,0.992519,0.994141,0.001622
237,304,0.993531,0.995117,0.001586
238,1002,0.991586,0.993164,0.001578
239,1085,0.992622,0.994141,0.001519
240,1286,0.992643,0.994141,0.001498
241,1164,0.992654,0.994141,0.001486
242,1179,0.994618,0.996094,0.001476
243,487,0.994643,0.996094,0.001451
244,579,0.990751,0.992188,0.001436
245,348,0.993681,0.995117,0.001436
246,953,0.992714,0.994141,0.001427
247,302,0.992715,0.994141,0.001425
248,1290,0.993777,0.995117,0.001341
249,482,0.995737,0.997070,0.001333
250,871,0.993791,0.995117,0.001327
251,386,0.995838,0.997070,0.001233
252,352,0.992939,0.994141,0.001202
253,872,0.994896,0.996094,0.001198
254,1205,0.991972,0.993164,0.001192
255,1168,0.993930,0.995117,0.001187
256,995,0.992968,0.994141,0.001173
257,1052,0.995919,0.997070,0.001151
258,860,0.995919,0.997070,0.001151
259,1178,0.994958,0.996094,0.001136
260,296,0.993991,0.995117,0.001126
261,357,0.995961,0.997070,0.001110
262,951,0.992060,0.993164,0.001104
263,621,0.994995,0.996094,0.001099
264,658,0.995053,0.996094,0.001041
265,1298,0.995159,0.994141,0.001018
266,330,0.995080,0.996094,0.001013
267,1062,0.994123,0.995117,0.000994
268,111,1.000000,0.999023,0.000977
269,136,1.000000,0.999023,0.000977
270,1274,1.000000,0.999023,0.000977
271,1295,1.000000,0.999023,0.000977
272,197,1.000000,0.999023,0.000976
273,83,1.000000,0.999023,0.000976
274,72,1.000000,0.999023,0.000976
275,73,1.000000,0.999023,0.000976
276,78,1.000000,0.999023,0.000976
277,84,1.000000,0.999023,0.000976
278,196,1.000000,0.999023,0.000976
279,184,1.000000,0.999023,0.000976
280,181,1.000000,0.999023,0.000976
281,193,1.000000,0.999023,0.000976
282,171,1.000000,0.999023,0.000976
283,174,1.000000,0.999023,0.000976
284,175,1.000000,0.999023,0.000976
285,165,1.000000,0.999023,0.000976
286,151,1.000000,0.999023,0.000976
287,159,1.000000,0.999023,0.000976
288,160,1.000000,0.999023,0.000976
289,177,1.000000,0.999023,0.000976
290,163,1.000000,0.999023,0.000976
291,161,1.000000,0.999023,0.000976
292,402,1.000000,0.999023,0.000976
293,22,1.000000,0.999023,0.000976
294,117,1.000000,0.999023,0.000976
295,131,1.000000,0.999023,0.000976
296,128,1.000000,0.999023,0.000976
297,139,1.000000,0.999023,0.000976
298,144,1.000000,0.999023,0.000976
299,93,1.000000,0.999023,0.000976
300,89,1.000000,0.999023,0.000976
301,85,1.000000,0.999023,0.000976
302,1306,1.000000,0.999023,0.000976
303,115,1.000000,0.999023,0.000976
304,4,1.000000,0.999023,0.000976
305,113,1.000000,0.999023,0.000976
306,33,1.000000,0.999023,0.000976
307,195,1.000000,0.999023,0.000976
308,185,1.000000,0.999023,0.000976
309,53,1.000000,0.999023,0.000976
310,60,1.000000,0.999023,0.000976
311,62,1.000000,0.999023,0.000976
312,52,1.000000,0.999023,0.000976
313,47,1.000000,0.999023,0.000976
314,43,1.000000,0.999023,0.000976
315,1299,1.000000,0.999023,0.000976
316,5,1.000000,0.999023,0.000976
317,39,1.000000,0.999023,0.000976
318,1336,1.000000,0.999023,0.000976
319,1339,1.000000,0.999023,0.000976
320,1338,1.000000,0.999023,0.000976
321,1327,1.000000,0.999023,0.000976
322,1340,1.000000,0.999023,0.000976
323,40,1.000000,0.999023,0.000976
324,114,1.000000,0.999023,0.000976
325,90,1.000000,0.999023,0.000976
326,107,1.000000,0.999023,0.000976
327,127,1.000000,0.999023,0.000976
328,98,1.000000,0.999023,0.000976
329,96,1.000000,0.999023,0.000976
330,97,1.000000,0.999023,0.000976
331,63,1.000000,0.999023,0.000976
332,190,1.000000,0.999023,0.000976
333,170,1.000000,0.999023,0.000976
334,176,1.000000,0.999023,0.000976
335,58,1.000000,0.999023,0.000976
336,55,1.000000,0.999023,0.000976
337,54,1.000000,0.999023,0.000976
338,179,1.000000,0.999023,0.000976
339,166,1.000000,0.999023,0.000976
340,192,1.000000,0.999023,0.000976
341,182,1.000000,0.999023,0.000976
342,188,1.000000,0.999023,0.000976
343,137,1.000000,0.999023,0.000976
344,186,1.000000,0.999023,0.000976
345,187,1.000000,0.999023,0.000976
346,217,1.000000,0.999023,0.000976
347,70,1.000000,0.999023,0.000976
348,77,1.000000,0.999023,0.000976
349,82,1.000000,0.999023,0.000976
350,92,1.000000,0.999023,0.000976
351,191,1.000000,0.999023,0.000976
352,162,1.000000,0.999023,0.000976
353,150,1.000000,0.999023,0.000976
354,64,1.000000,0.999023,0.000976
355,7,1.000000,0.999023,0.000976
356,35,1.000000,0.999023,0.000976
357,32,1.000000,0.999023,0.000976
358,1319,1.000000,0.999023,0.000976
359,1,1.000000,0.999023,0.000976
360,34,1.000000,0.999023,0.000976
361,79,1.000000,0.999023,0.000976
362,76,1.000000,0.999023,0.000976
363,59,1.000000,0.999023,0.000976
364,68,1.000000,0.999023,0.000976
365,503,1.000000,0.999023,0.000976
366,167,1.000000,0.999023,0.000976
367,289,1.000000,0.999023,0.000976
368,88,1.000000,0.999023,0.000976
369,116,1.000000,0.999023,0.000976
370,110,1.000000,0.999023,0.000976
371,0,1.000000,0.999023,0.000976
372,129,1.000000,0.999023,0.000976
373,69,1.000000,0.999023,0.000976
374,164,1.000000,0.999023,0.000976
375,189,1.000000,0.999023,0.000976
376,6,1.000000,0.999023,0.000976
377,75,1.000000,0.999023,0.000976
378,143,1.000000,0.999023,0.000976
379,335,1.000000,0.999023,0.000976
380,108,1.000000,0.999023,0.000976
381,46,1.000000,0.999023,0.000976
382,41,1.000000,0.999023,0.000976
383,3,1.000000,0.999023,0.000976
384,135,1.000000,0.999023,0.000976
385,180,1.000000,0.999023,0.000976
386,194,1.000000,0.999023,0.000976
387,1211,1.000000,0.999023,0.000976
388,9,1.000000,0.999023,0.000976
389,12,1.000000,0.999023,0.000976
390,13,1.000000,0.999023,0.000976
391,134,1.000000,0.999023,0.000976
392,841,1.000000,0.999023,0.000976
393,38,1.000000,0.999023,0.000976
394,106,1.000000,0.999023,0.000976
395,66,1.000000,0.999023,0.000976
396,61,1.000000,0.999023,0.000976
397,1266,0.999999,0.999023,0.000976
398,91,0.999999,0.999023,0.000976
399,307,0.999999,0.999023,0.000976
400,138,0.999999,0.999023,0.000976
401,152,0.999999,0.999023,0.000976
402,80,0.999999,0.999023,0.000976
403,1326,0.999999,0.999023,0.000976
404,1296,0.999999,0.999023,0.000976
405,130,0.999999,0.999023,0.000976
406,16,0.999999,0.999023,0.000976
407,1324,0.999999,0.999023,0.000976
408,1325,0.999999,0.999023,0.000976
409,18,0.999999,0.999023,0.000976
410,1334,0.999999,0.999023,0.000976
411,820,0.999999,0.999023,0.000976
412,2,0.999999,0.999023,0.000976
413,874,0.999999,0.999023,0.000976
414,183,0.999999,0.999023,0.000976
415,8,0.999999,0.999023,0.000976
416,48,0.999999,0.999023,0.000976
417,142,0.999999,0.999023,0.000976
418,836,0.999999,0.999023,0.000976
419,427,0.999999,0.999023,0.000976
420,158,0.999999,0.999023,0.000975
421,105,0.999999,0.999023,0.000975
422,532,0.999999,0.999023,0.000975
423,592,0.999999,0.999023,0.000975
424,125,0.999999,0.999023,0.000975
425,1300,0.999999,0.999023,0.000975
426,423,0.999999,0.999023,0.000975
427,99,0.999999,0.999023,0.000975
428,67,0.999999,0.999023,0.000975
429,17,0.999999,0.999023,0.000975
430,71,0.999999,0.999023,0.000975
431,231,0.999999,0.999023,0.000975
432,775,0.999999,0.999023,0.000975
433,626,0.999998,0.999023,0.000975
434,301,0.999998,0.999023,0.000975
435,124,0.999998,0.999023,0.000975
436,50,0.999998,0.999023,0.000975
437,1230,0.999998,0.999023,0.000975
438,238,0.999998,0.999023,0.000975
439,317,0.999998,0.999023,0.000975
440,319,0.999998,0.999023,0.000975
441,1330,0.999998,0.999023,0.000975
442,795,0.999998,0.999023,0.000975
443,81,0.999998,0.999023,0.000975
444,1256,0.999998,0.999023,0.000975
445,10,0.999998,0.999023,0.000975
446,1234,0.999998,0.999023,0.000974
447,910,0.999998,0.999023,0.000974
448,628,0.999998,0.999023,0.000974
449,660,0.999998,0.999023,0.000974
450,1196,0.999998,0.999023,0.000974
451,767,0.999998,0.999023,0.000974
452,321,0.999998,0.999023,0.000974
453,132,0.999997,0.999023,0.000974
454,620,0.999997,0.999023,0.000974
455,864,0.999997,0.999023,0.000974
456,37,0.999997,0.999023,0.000974
457,909,0.999997,0.999023,0.000974
458,133,0.999997,0.999023,0.000974
459,178,0.999997,0.999023,0.000974
460,264,0.999997,0.999023,0.000974
461,1278,0.999997,0.999023,0.000973
462,905,0.999997,0.999023,0.000973
463,515,0.999997,0.999023,0.000973
464,748,0.999997,0.999023,0.000973
465,891,0.999997,0.999023,0.000973
466,1268,0.999997,0.999023,0.000973
467,912,0.999997,0.999023,0.000973
468,297,0.999997,0.999023,0.000973
469,57,0.999996,0.999023,0.000973
470,1232,0.999996,0.999023,0.000973
471,252,0.999996,0.999023,0.000973
472,1219,0.999996,0.999023,0.000973
473,461,0.999996,0.999023,0.000973
474,465,0.999996,0.999023,0.000972
475,509,0.999996,0.999023,0.000972
476,499,0.999996,0.999023,0.000972
477,327,0.999996,0.999023,0.000972
478,825,0.999996,0.999023,0.000972
479,237,0.999996,0.999023,0.000972
480,154,0.999996,0.999023,0.000972
481,553,0.999996,0.999023,0.000972
482,270,0.999995,0.999023,0.000972
483,1303,0.999995,0.999023,0.000972
484,887,0.999995,0.999023,0.000972
485,1308,0.999995,0.999023,0.000972
486,830,0.999995,0.999023,0.000972
487,597,0.999995,0.999023,0.000972
488,508,0.999995,0.999023,0.000971
489,112,0.999995,0.999023,0.000971
490,604,0.999995,0.999023,0.000971
491,735,0.999995,0.999023,0.000971
492,331,0.999995,0.999023,0.000971
493,102,0.999995,0.999023,0.000971
494,1305,0.999995,0.999023,0.000971
495,400,0.999995,0.999023,0.000971
496,219,0.999994,0.999023,0.000971
497,605,0.999994,0.999023,0.000971
498,644,0.999994,0.999023,0.000971
499,1197,0.999994,0.999023,0.000970
500,345,0.999994,0.999023,0.000970
501,157,0.999994,0.999023,0.000970
502,888,0.999994,0.999023,0.000970
503,838,0.999994,0.999023,0.000970
504,1198,0.999993,0.999023,0.000970
505,311,0.999993,0.999023,0.000970
506,486,0.999993,0.999023,0.000970
507,1257,0.999993,0.999023,0.000970
508,1235,0.999993,0.999023,0.000970
509,892,0.999993,0.999023,0.000969
510,347,0.999993,0.999023,0.000969
511,398,0.999993,0.999023,0.000969
512,819,0.999992,0.999023,0.000969
513,615,0.999992,0.999023,0.000969
514,443,0.999992,0.999023,0.000969
515,126,0.999992,0.999023,0.000968
516,1203,0.999992,0.999023,0.000968
517,343,0.999992,0.999023,0.000968
518,1210,0.999992,0.999023,0.000968
519,458,0.999991,0.999023,0.000968
520,776,0.999991,0.999023,0.000968
521,911,0.999991,0.999023,0.000968
522,723,0.999991,0.999023,0.000968
523,698,0.999991,0.999023,0.000968
524,688,0.999991,0.999023,0.000968
525,584,0.999991,0.999023,0.000967
526,840,0.999991,0.999023,0.000967
527,101,0.999991,0.999023,0.000967
528,699,0.999991,0.999023,0.000967
529,603,0.999991,0.999023,0.000967
530,524,0.999991,0.999023,0.000967
531,156,0.999991,0.999023,0.000967
532,784,0.999990,0.999023,0.000967
533,897,0.999990,0.999023,0.000967
534,623,0.999990,0.999023,0.000966
535,757,0.999990,0.999023,0.000966
536,349,0.999990,0.999023,0.000966
537,1221,0.999990,0.999023,0.000966
538,1253,0.999990,0.999023,0.000966
539,719,0.999990,0.999023,0.000966
540,216,0.999989,0.999023,0.000966
541,1323,0.999989,0.999023,0.000966
542,641,0.999989,0.999023,0.000966
543,292,0.999989,0.999023,0.000965
544,1236,0.999989,0.999023,0.000965
545,267,0.999988,0.999023,0.000965
546,608,0.999988,0.999023,0.000965
547,729,0.999988,0.999023,0.000964
548,667,0.999988,0.999023,0.000964
549,611,0.999988,0.999023,0.000964
550,821,0.999988,0.999023,0.000964
551,544,0.999987,0.999023,0.000964
552,519,0.999987,0.999023,0.000964
553,251,0.999987,0.999023,0.000964
554,431,0.999987,0.999023,0.000964
555,1229,0.999987,0.999023,0.000964
556,636,0.999987,0.999023,0.000964
557,1279,0.999987,0.999023,0.000964
558,796,0.999987,0.999023,0.000964
559,290,0.999987,0.999023,0.000964
560,547,0.999987,0.999023,0.000964
561,463,0.999987,0.999023,0.000963
562,1269,0.999987,0.999023,0.000963
563,788,0.999987,0.999023,0.000963
564,425,0.999987,0.999023,0.000963
565,1173,0.996108,0.997070,0.000963
566,1314,0.999986,0.999023,0.000962
567,206,0.999986,0.999023,0.000962
568,145,0.999986,0.999023,0.000962
569,333,0.999986,0.999023,0.000962
570,865,0.999986,0.999023,0.000962
571,100,0.999985,0.999023,0.000962
572,746,0.999985,0.999023,0.000962
573,662,0.999985,0.999023,0.000962
574,782,0.999985,0.999023,0.000962
575,26,0.999985,0.999023,0.000962
576,459,0.999985,0.999023,0.000962
577,432,0.999985,0.999023,0.000961
578,483,0.999985,0.999023,0.000961
579,87,0.999985,0.999023,0.000961
580,268,0.999985,0.999023,0.000961
581,885,0.999985,0.999023,0.000961
582,536,0.999984,0.999023,0.000961
583,288,0.999984,0.999023,0.000961
584,337,0.999984,0.999023,0.000961
585,810,0.999984,0.999023,0.000961
586,266,0.999984,0.999023,0.000961
587,742,0.999984,0.999023,0.000961
588,410,0.999984,0.999023,0.000961
589,122,0.999984,0.999023,0.000960
590,824,0.999984,0.999023,0.000960
591,263,0.999984,0.999023,0.000960
592,901,0.999984,0.999023,0.000960
593,935,0.999984,0.999023,0.000960
594,226,0.999983,0.999023,0.000960
595,1277,0.999983,0.999023,0.000960
596,1254,0.999983,0.999023,0.000960
597,1281,0.999983,0.999023,0.000960
598,279,0.999983,0.999023,0.000960
599,490,0.999983,0.999023,0.000960
600,863,0.999983,0.999023,0.000960
601,341,0.999983,0.999023,0.000960
602,462,0.999983,0.999023,0.000960
603,123,0.999983,0.999023,0.000960
604,287,0.999983,0.999023,0.000960
605,653,0.999983,0.999023,0.000959
606,437,0.999983,0.999023,0.000959
607,325,0.999982,0.999023,0.000959
608,749,0.999982,0.999023,0.000959
609,1231,0.999982,0.999023,0.000959
610,625,0.999982,0.999023,0.000959
611,839,0.999982,0.999023,0.000958
612,904,0.999982,0.999023,0.000958
613,689,0.999981,0.999023,0.000958
614,351,0.999981,0.999023,0.000957
615,815,0.999981,0.999023,0.000957
616,750,0.999981,0.999023,0.000957
617,1191,0.999981,0.999023,0.000957
618,551,0.999980,0.999023,0.000957
619,1244,0.999980,0.999023,0.000957
620,277,0.999980,0.999023,0.000956
621,702,0.999979,0.999023,0.000956
622,1204,0.999979,0.999023,0.000956
623,794,0.999979,0.999023,0.000956
624,817,0.999979,0.999023,0.000956
625,244,0.999979,0.999023,0.000955
626,471,0.999979,0.999023,0.000955
627,740,0.999979,0.999023,0.000955
628,1329,0.999979,0.999023,0.000955
629,816,0.999979,0.999023,0.000955
630,234,0.999978,0.999023,0.000955
631,442,0.999978,0.999023,0.000954
632,426,0.999977,0.999023,0.000954
633,56,0.999977,0.999023,0.000954
634,103,0.999977,0.999023,0.000954
635,377,0.999977,0.999023,0.000954
636,413,0.999977,0.999023,0.000954
637,851,0.999977,0.999023,0.000953
638,700,0.999976,0.999023,0.000953
639,672,0.999976,0.999023,0.000953
640,221,0.999976,0.999023,0.000953
641,889,0.999976,0.999023,0.000953
642,609,0.999976,0.999023,0.000952
643,271,0.999976,0.999023,0.000952
644,1207,0.999975,0.999023,0.000952
645,655,0.999975,0.999023,0.000952
646,273,0.999975,0.999023,0.000952
647,837,0.999975,0.999023,0.000952
648,120,0.999975,0.999023,0.000952
649,299,0.999975,0.999023,0.000951
650,806,0.999974,0.999023,0.000951
651,753,0.999974,0.999023,0.000950
652,683,0.999973,0.999023,0.000950
653,323,0.999973,0.999023,0.000950
654,867,0.999973,0.999023,0.000950
655,389,0.999973,0.999023,0.000950
656,643,0.999973,0.999023,0.000949
657,436,0.999972,0.999023,0.000949
658,712,0.999972,0.999023,0.000949
659,20,0.999972,0.999023,0.000948
660,622,0.999972,0.999023,0.000948
661,417,0.999972,0.999023,0.000948
662,739,0.999972,0.999023,0.000948
663,866,0.999971,0.999023,0.000948
664,632,0.999971,0.999023,0.000948
665,627,0.999971,0.999023,0.000948
666,246,0.999971,0.999023,0.000948
667,614,0.999971,0.999023,0.000948
668,381,0.999971,0.999023,0.000947
669,1238,0.999971,0.999023,0.000947
670,365,0.999971,0.999023,0.000947
671,826,0.999970,0.999023,0.000947
672,708,0.999970,0.999023,0.000947
673,445,0.999970,0.999023,0.000947
674,732,0.999970,0.999023,0.000946
675,743,0.999970,0.999023,0.000946
676,444,0.997101,0.998047,0.000946
677,250,0.999969,0.999023,0.000946
678,274,0.999969,0.999023,0.000945
679,722,0.999969,0.999023,0.000945
680,1216,0.999969,0.999023,0.000945
681,908,0.999969,0.999023,0.000945
682,789,0.999969,0.999023,0.000945
683,1328,0.999968,0.999023,0.000945
684,469,0.999967,0.999023,0.000944
685,862,0.999967,0.999023,0.000944
686,272,0.999967,0.999023,0.000944
687,240,0.999967,0.999023,0.000944
688,823,0.999967,0.999023,0.000943
689,372,0.999967,0.999023,0.000943
690,610,0.999966,0.999023,0.000943
691,203,0.999966,0.999023,0.000943
692,663,0.999966,0.999023,0.000942
693,222,0.999966,0.999023,0.000942
694,51,0.999965,0.999023,0.000942
695,49,0.999965,0.999023,0.000941
696,1200,0.999964,0.999023,0.000941
697,577,0.999964,0.999023,0.000940
698,1294,0.999964,0.999023,0.000940
699,680,0.999964,0.999023,0.000940
700,359,0.999964,0.999023,0.000940
701,269,0.999963,0.999023,0.000940
702,1270,0.999963,0.999023,0.000940
703,1241,0.999963,0.999023,0.000939
704,512,0.999962,0.999023,0.000939
705,411,0.999962,0.999023,0.000939
706,899,0.999962,0.999023,0.000939
707,843,0.999962,0.999023,0.000938
708,223,0.999961,0.999023,0.000938
709,832,0.999961,0.999023,0.000938
710,818,0.999961,0.999023,0.000937
711,440,0.999961,0.999023,0.000937
712,772,0.999961,0.999023,0.000937
713,356,0.999961,0.999023,0.000937
714,1312,0.999961,0.999023,0.000937
715,669,0.999959,0.999023,0.000935
716,805,0.999958,0.999023,0.000935
717,571,0.999958,0.999023,0.000935
718,315,0.999958,0.999023,0.000935
719,395,0.999958,0.999023,0.000934
720,701,0.999958,0.999023,0.000934
721,451,0.999957,0.999023,0.000934
722,602,0.999957,0.999023,0.000933
723,393,0.999957,0.999023,0.000933
724,480,0.999956,0.999023,0.000933
