Rank,Sample_Index,y_keras,y_hls,abs_delta
546,544,0.999987,0.999023,0.000964
547,519,0.999987,0.999023,0.000964
548,431,0.999987,0.999023,0.000964
549,251,0.999987,0.999023,0.000964
550,1229,0.999987,0.999023,0.000964
551,636,0.999987,0.999023,0.000964
552,1279,0.999987,0.999023,0.000964
553,796,0.999987,0.999023,0.000964
554,290,0.999987,0.999023,0.000964
555,547,0.999987,0.999023,0.000964
556,1269,0.999987,0.999023,0.000963
557,463,0.999987,0.999023,0.000963
558,788,0.999987,0.999023,0.000963
559,425,0.999987,0.999023,0.000963
560,1173,0.996108,0.997070,0.000963
561,1314,0.999986,0.999023,0.000962
562,206,0.999986,0.999023,0.000962
563,145,0.999986,0.999023,0.000962
564,333,0.999986,0.999023,0.000962
565,865,0.999986,0.999023,0.000962
566,100,0.999985,0.999023,0.000962
567,662,0.999985,0.999023,0.000962
568,746,0.999985,0.999023,0.000962
569,782,0.999985,0.999023,0.000962
570,26,0.999985,0.999023,0.000962
571,459,0.999985,0.999023,0.000962
572,432,0.999985,0.999023,0.000961
573,87,0.999985,0.999023,0.000961
574,268,0.999985,0.999023,0.000961
575,483,0.999985,0.999023,0.000961
576,885,0.999985,0.999023,0.000961
577,536,0.999984,0.999023,0.000961
578,288,0.999984,0.999023,0.000961
579,742,0.999984,0.999023,0.000961
580,810,0.999984,0.999023,0.000961
581,337,0.999984,0.999023,0.000961
582,266,0.999984,0.999023,0.000961
583,410,0.999984,0.999023,0.000961
584,122,0.999984,0.999023,0.000960
585,824,0.999984,0.999023,0.000960
586,901,0.999984,0.999023,0.000960
587,263,0.999984,0.999023,0.000960
588,935,0.999984,0.999023,0.000960
589,1281,0.999983,0.999023,0.000960
590,1277,0.999983,0.999023,0.000960
591,490,0.999983,0.999023,0.000960
592,226,0.999983,0.999023,0.000960
593,279,0.999983,0.999023,0.000960
594,1254,0.999983,0.999023,0.000960
595,863,0.999983,0.999023,0.000960
596,462,0.999983,0.999023,0.000960
597,341,0.999983,0.999023,0.000960
598,123,0.999983,0.999023,0.000960
599,287,0.999983,0.999023,0.000960
600,653,0.999983,0.999023,0.000959
601,437,0.999983,0.999023,0.000959
602,325,0.999982,0.999023,0.000959
603,749,0.999982,0.999023,0.000959
604,1231,0.999982,0.999023,0.000959
605,625,0.999982,0.999023,0.000959
606,839,0.999982,0.999023,0.000958
607,904,0.999982,0.999023,0.000958
608,689,0.999981,0.999023,0.000958
609,351,0.999981,0.999023,0.000957
610,815,0.999981,0.999023,0.000957
611,750,0.999981,0.999023,0.000957
612,1191,0.999981,0.999023,0.000957
613,551,0.999980,0.999023,0.000957
614,1244,0.999980,0.999023,0.000957
615,277,0.999980,0.999023,0.000956
616,1204,0.999979,0.999023,0.000956
617,702,0.999979,0.999023,0.000956
618,794,0.999979,0.999023,0.000956
619,817,0.999979,0.999023,0.000956
620,740,0.999979,0.999023,0.000955
621,471,0.999979,0.999023,0.000955
622,244,0.999979,0.999023,0.000955
623,1329,0.999979,0.999023,0.000955
624,816,0.999979,0.999023,0.000955
625,234,0.999978,0.999023,0.000955
626,442,0.999978,0.999023,0.000954
627,426,0.999977,0.999023,0.000954
628,56,0.999977,0.999023,0.000954
629,103,0.999977,0.999023,0.000954
630,377,0.999977,0.999023,0.000954
631,413,0.999977,0.999023,0.000954
632,851,0.999977,0.999023,0.000953
633,672,0.999976,0.999023,0.000953
634,700,0.999976,0.999023,0.000953
635,221,0.999976,0.999023,0.000953
636,889,0.999976,0.999023,0.000953
637,609,0.999976,0.999023,0.000952
638,271,0.999976,0.999023,0.000952
639,655,0.999975,0.999023,0.000952
640,1207,0.999975,0.999023,0.000952
641,273,0.999975,0.999023,0.000952
642,837,0.999975,0.999023,0.000952
643,120,0.999975,0.999023,0.000952
644,299,0.999975,0.999023,0.000951
645,806,0.999974,0.999023,0.000951
646,753,0.999974,0.999023,0.000950
647,683,0.999973,0.999023,0.000950
648,323,0.999973,0.999023,0.000950
649,867,0.999973,0.999023,0.000950
650,389,0.999973,0.999023,0.000950
651,643,0.999973,0.999023,0.000949
652,436,0.999972,0.999023,0.000949
653,712,0.999972,0.999023,0.000949
654,20,0.999972,0.999023,0.000948
655,622,0.999972,0.999023,0.000948
656,417,0.999972,0.999023,0.000948
657,739,0.999972,0.999023,0.000948
658,866,0.999971,0.999023,0.000948
659,627,0.999971,0.999023,0.000948
660,246,0.999971,0.999023,0.000948
661,632,0.999971,0.999023,0.000948
662,614,0.999971,0.999023,0.000948
663,381,0.999971,0.999023,0.000947
664,1238,0.999971,0.999023,0.000947
665,365,0.999971,0.999023,0.000947
666,826,0.999970,0.999023,0.000947
667,708,0.999970,0.999023,0.000947
668,445,0.999970,0.999023,0.000947
669,732,0.999970,0.999023,0.000946
670,743,0.999970,0.999023,0.000946
671,444,0.997101,0.998047,0.000946
672,250,0.999969,0.999023,0.000946
