Rank,Sample_Index,y_keras,y_hls,abs_delta
1,651,0.343335,0.573242,0.229907
2,555,0.431917,0.650391,0.218474
3,1317,0.433640,0.650391,0.216750
4,1114,0.450051,0.643555,0.193504
5,1100,0.493749,0.681641,0.187892
6,1007,0.291231,0.472656,0.181425
7,618,0.337382,0.506836,0.169454
8,967,0.624271,0.792969,0.168697
9,484,0.168075,0.324219,0.156144
10,1076,0.613093,0.768555,0.155462
11,1010,0.649204,0.797852,0.148648
12,1080,0.700116,0.845703,0.145587
13,354,0.700349,0.841797,0.141448
14,173,0.234275,0.370117,0.135842
15,650,0.718955,0.851562,0.132607
16,580,0.688860,0.817383,0.128522
17,366,0.762560,0.889648,0.127088
18,1112,0.747747,0.874023,0.126277
19,1165,0.772717,0.897461,0.124744
20,1006,0.748926,0.870117,0.121191
21,943,0.424747,0.538086,0.113339
22,147,0.109876,0.216797,0.106921
23,74,0.524224,0.628906,0.104683
24,1310,0.682507,0.787109,0.104602
25,1224,0.695411,0.797852,0.102441
26,1101,0.702253,0.804688,0.102435
27,44,0.806407,0.908203,0.101796
28,350,0.811305,0.911133,0.099828
29,1025,0.746070,0.836914,0.090844
30,1060,0.763881,0.853516,0.089635
31,1149,0.816473,0.904297,0.087824
32,1068,0.797739,0.883789,0.086050
33,530,0.399053,0.484375,0.085322
34,36,0.502098,0.584961,0.082863
35,421,0.789339,0.870117,0.080779
36,14,0.142789,0.222656,0.079867
37,1315,0.803424,0.881836,0.078412
38,21,0.196866,0.274414,0.077548
39,528,0.837727,0.914062,0.076336
40,1023,0.841677,0.917969,0.076291
41,634,0.846142,0.921875,0.075733
42,1001,0.840090,0.913086,0.072996
43,601,0.859726,0.930664,0.070938
44,988,0.866018,0.935547,0.069529
45,695,0.865183,0.932617,0.067434
46,635,0.835244,0.900391,0.065146
47,1016,0.838573,0.902344,0.063771
48,984,0.885018,0.948242,0.063224
49,1072,0.855068,0.916992,0.061924
50,556,0.899788,0.959961,0.060173
51,1102,0.835465,0.895508,0.060043
52,1004,0.883361,0.943359,0.059998
53,564,0.900091,0.957031,0.056940
54,1118,0.895743,0.951172,0.055429
55,1082,0.895043,0.950195,0.055152
56,968,0.912892,0.966797,0.053905
57,982,0.898742,0.951172,0.052430
58,399,0.919072,0.968750,0.049678
59,517,0.859624,0.907227,0.047602
60,27,0.081418,0.128906,0.047488
61,1206,0.905833,0.953125,0.047292
62,619,0.095130,0.141602,0.046472
63,168,0.720704,0.765625,0.044921
64,1029,0.901584,0.946289,0.044705
65,1135,0.921622,0.965820,0.044199
66,494,0.925126,0.968750,0.043624
67,65,0.050883,0.093750,0.042867
68,834,0.915279,0.958008,0.042729
69,1070,0.882325,0.924805,0.042479
70,1110,0.920485,0.961914,0.041429
71,428,0.939169,0.978516,0.039347
72,496,0.043331,0.081055,0.037724
73,1115,0.897183,0.934570,0.037387
